"Title","AuthorFirst","AuthorMiddle","AuthorLast","Quotation","QuoteYear","QuoteSource","Context","Notes","UsedDate","ID"
,,,"Herodotus","It is better by noble boldness to run the risk of being subject to half of the evils we anticipate than to remain in cowardly listlessness for fear of what might happen.",,"Herodotus,  The Histories",,,,692
,,,"Herodotus","If anyone, no matter who, were given the opportunity of choosing from amongst all the nations in the world the set of beliefs which he thought best, he would inevitably -- after careful considerations of their relative merits -- choose that of his own country. Everyone without exception believes his own native customs, and the religion he was brought up in, to be the best.",,"Herodotus,  The Histories",,,,693
,,,"Herodotus","this I know: if all mankind were to take their troubles to market with the idea of exchanging them, anyone seeing what his neighbor's troubles were like would be glad to go home with his own.",,"Herodotus,  The Histories",,,,694
,,,"Herodotus","Some men give up their designs when they have almost reached the goal, while others, on the contrary, obtain a victory by exerting, at the last moment, more vigorous efforts than ever before.",,"Herodotus,  The Histories",,,,695
,,,"Herodotus","They made it plain to everyone, however, and above all to the king himself, that although he had plenty of troops, he did not have many men.",,"Herodotus,  The Histories",,,,696
,"Henry","David","Thoreau","In the long run, you hit only what you aim for.",,,,,,698
,"Thomas",,"Aquinas","If the highest aim of a captain were to preserve his ship, he would keep it in port forever.",,,,,,699
,"Ralph","Waldo","Emerson","We aim above the mark to hit the mark.",,,,,,700
,"Johann","Sebastian","Bach","The aim and final end of all music should be none other than the glory of God and the refreshment of the soul.",,,,,,701
,"John","D","Rockefeller","Singleness of purpose is one of the chief essentials for success in life, no matter what may be one's aim.",,,,,,702
,"Henry","David","Thoreau","Aim above morality. Be not simply good, be good for something.",,,,,,703
,"John",,"Mauldin","Economists are the modern-day equivalent of shamans and priests. Rather than looking at sheep entrails, economists look at 'data' and tell the politician (king, emperor, or chief...) what they want to hear.",2019,"Modern Monetary Madness, Thoughts from the Frontline Feb 16, 2019 letter",,,,704
,"Jean-Jacques",,"Rousseau","Why are the Turks generally kinder and more hospitable than ourselves? ...[Because of their] wholly arbitrary system of government, ...[under which] the rank and wealth of individuals are always uncertain and precarious ...any one may himself be in the same position as those on whom he bestows alms today.",1762,"Émile, or On Education",,,,705
,"John",,"Luther","Natural talent, intelligence, a wonderful education -- none of these guarantees success. Something else is needed: the sensitivity to understand what other people want and the willingness to give it to them. Worldly success depends on pleasing others.",,,,,,706
,"Dolly",,"Parton","If you want the rainbos, you gotta put up with the rain.",,,,,,707
,"Henry",,"Ford","Thinking is the hardest work there is, which is probably the reason why so fuew engage in it.",,,,,,708
,,,"Anonymous","Of all the things you wear, your expression is the most important.",,,,,,709
,"James",,"Cameron","There are many talented people who haven't fulfilled their dreams because they over thought it, or they were too cautious, and were unwilling to make the leap of faith.",,,,,4/1/2019 0:00:00,710
,"Brian",,"Resnick","People who are good at self-control ...seem to be structuring their lives in a way to avoid having to make a self-control decision in the first place.",2016,"https://www.vox.com/science-and-health/2016/11/3/13486940/self-control-psychology-myth",,,,711
,"Theodore",,"Roosevelt","In any moment of decision, the best thing you can do is the right thing. The worst thing you can 
do is nothing.",,,,,,712
,"Thomas","Alva","Edison","Many of life’s failures are people who did not realize how close they were to success when they 
gave up.",,,,,,713
,"Colin",,"Powell","it was not soft power that freed Europe. It was hard power. And what followed immediately after hard power? Did the United States ask for dominion over a single nation in Europe? No. Soft power came in the Marshall Plan. Soft power came with American GIs who put their weapons down once the war was over and helped all those nations rebuild. We did the same thing in Japan.
So our record of living our values and letting our values be an inspiration to others I think is clear. And I don’t think I have anything to be ashamed of or apologize for with respect to what America has done for the world. 
We have gone forth from our shores repeatedly over the last hundred years and we’ve done this as recently as the last year in Afghanistan and put wonderful young men and women at risk, many of whom have lost their lives, and we have asked for nothing except enough ground to bury them in, and otherwise we have returned home to seek our own, you know, to seek our own lives in peace, to live our own lives in peace. But there comes a time when soft power or talking with evil will not work where, unfortunately, hard power is the only thing that works.",2003,"http://www.weforum.org/site/homepublic.nsf/Content/Remarks+from+Colin+Powell,+US+Secretary+of+State","During an address to the World Economic Forum, Secretary of State Colin Powell was asked a somewhat long and involved question by the former Archbishop of Canterbury, George Carey, which ended with the following interrogative:

And would you not agree, as a very significant political figure in the United States, Colin, that America, at the present time, is in danger of relying too much upon the hard power and not enough upon building the trust from which the soft values, which of course all of our family life that actually at the bottom, when the bottom line is reached, is what makes human life valuable?","Context for this great quote: ""We have gone forth from our shores repeatedly over the last hundred years ...and put wonderful young men and women at risk, many of whom have lost their lives, and we have asked for nothing except enough ground to bury them in.""",,714
,"Lou","Leo","Holtz","I never learn anything talking. I only learn things when I ask questions.",,"Bloomberg QoD 6-19-2019",,,,715
,"Vincent",,"Van Gogh","Great things are done by a series of small things brought together.",,"Bloomberg QoD 7-8-2019",,,,716
,"Helen",,"Rowland","You will never win if you never begin.",,"Bloomberg 7-10-2019",,,,717
,"Miguel","De","Cervantes","Diligence is the mother of good fortune.",,"Bloomberg QOD 7-15-2019",,,,718
,"Michael",,"Munger","The problem for Marxists is simple: every flaw in markets is worse under socialism. At the micro level, every flaw in consumers is worse, and in fact much worse, in voters. Unless you are willing to advocate monarchism, or actual communist dictatorship, markets and democracy are the only two mechanisms we have for organizing society.",2019,"Is Capitalism Sustainable? [book]",,"Saw quote in article by Chloe Anagnos (https://www.aier.org/article/every-flaw-markets-worse-under-socialism). She and Munger are with the American Institute of Economic Research",9/23/2019 0:00:00,719
,"Marilyn","Vos","Savant","Success is achieved by developing our strengths, not by eliminating our weaknesses.",,"Bloomberg QoD 7-29-2019",,,,720
,"Bernard",,"Baruch","No one buys at the bottom and sells at the top except the liars.",,,,,,721
,"Winston",,"Churchill","If there is no wind, row.",,,,,,722
,"Damon",,"Runyon","No wind blows in favor of a ship without a destination.",,,,,,723
,"Walter",,"Lipmann","When all think alike, no one thinks very much.",,,,,,724
